Battles,RollingWin,OverallWin,Epsilon,Speed,AvgReward,TableSize,Opponent
125000,5.30%,5.02%,0.9563,27.73039792498621,-0.8942,5100439,hueristic
126000,5.30%,5.02%,0.9525,30.359020499054395,-0.8942,5125601,hueristic
127000,6.30%,5.03%,0.9525,30.475757672494282,-0.8745,5151160,hueristic
128000,3.90%,5.02%,0.9525,30.263567184949252,-0.9218,5176455,hueristic
129000,5.90%,5.03%,0.9525,29.83085734033737,-0.8821,5201601,hueristic
130000,5.30%,5.03%,0.9525,29.636548855801017,-0.8939,5225715,hueristic
131000,5.20%,5.03%,0.9525,29.311046067139653,-0.8962,5250659,hueristic
132000,4.70%,5.03%,0.9525,29.630004032357522,-0.9057,5275409,hueristic
133000,5.90%,5.04%,0.9525,28.917704358270264,-0.8822,5299812,hueristic
134000,5.40%,5.04%,0.9525,29.137949596490532,-0.8919,5324117,hueristic
135000,4.70%,5.04%,0.9525,27.899605521452717,-0.9058,5348701,hueristic
136000,5.30%,5.04%,0.9487,30.046919513489524,-0.8947,5372269,hueristic
137000,6.50%,5.05%,0.9487,29.440730950960464,-0.8699,5397221,hueristic
138000,5.70%,5.06%,0.9487,29.858135939906322,-0.8860,5421285,hueristic
139000,4.90%,5.06%,0.9487,29.480163709182044,-0.9021,5445362,hueristic
140000,6.20%,5.06%,0.9487,29.25181423598791,-0.8759,5469833,hueristic
141000,4.90%,5.06%,0.9487,28.870981795129758,-0.9019,5493524,hueristic
142000,4.90%,5.06%,0.9487,29.20747196416485,-0.9023,5516694,hueristic
143000,5.40%,5.06%,0.9487,28.403159425740476,-0.8916,5541946,hueristic
144000,5.20%,5.07%,0.9487,27.31762462274038,-0.8959,5565048,hueristic
145000,4.50%,5.06%,0.9487,27.513152247355773,-0.9106,5588747,hueristic
146000,6.20%,5.07%,0.9449,30.81291772252093,-0.8764,5612436,hueristic
147000,5.10%,5.07%,0.9449,30.465126896378887,-0.8983,5636147,hueristic
148000,5.90%,5.07%,0.9449,30.50816755157216,-0.8818,5659417,hueristic
149000,6.40%,5.08%,0.9449,30.02709337118487,-0.8719,5682676,hueristic
150000,5.50%,5.09%,0.9449,29.70149811131779,-0.8902,5705839,hueristic
151000,4.50%,5.08%,0.9449,29.335888860020113,-0.9100,5728863,hueristic
152000,5.60%,5.08%,0.9449,29.568251083792276,-0.8878,5751700,hueristic
153000,5.70%,5.09%,0.9449,28.8015663565477,-0.8860,5775381,hueristic
154000,6.30%,5.10%,0.9449,27.50280926560846,-0.8739,5798882,hueristic
